ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
"10287","34","100","17","4300.32","2004-08-30","Shipped","3","8","2004","Classic Cars","148","S18_4721","Vida Sport, Ltd","0897-034555","Grenzacherweg 237",\N,"Gensve",\N,"1203","Switzerland","EMEA","Holz","Michael","Medium"
"10299","49","100","2","7947.31","2004-09-30","Shipped","3","9","2004","Classic Cars","148","S18_4721","Toys of Finland, Co.","90-224 8555","Keskuskatu 45",\N,"Helsinki",\N,"21240","Finland","EMEA","Karttunen","Matti","Large"
"10124","23","57.73","8","1327.79","2003-05-21","Shipped","2","5","2003","Classic Cars","71","S18_4933","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Small"
"10148","29","81.25","2","2356.25","2003-09-11","Shipped","3","9","2003","Classic Cars","71","S18_4933","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Small"
"10241","30","66.99","4","2009.7","2004-04-13","Shipped","2","4","2004","Classic Cars","71","S18_4933","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Small"
"10267","36","75.55","1","2719.8","2004-07-07","Shipped","3","7","2004","Classic Cars","71","S18_4933","Muscle Machine Inc","2125557413","4092 Furth Circle","Suite 400","NYC","NY","10022","USA",\N,"Young","Jeff","Small"
"10279","26","60.58","1","1575.08","2004-08-09","Shipped","3","8","2004","Classic Cars","71","S18_4933","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10288","23","73.41","7","1688.43","2004-09-01","Shipped","3","9","2004","Classic Cars","71","S18_4933","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10407","66","66.99","4","4421.34","2005-04-22","On Hold","2","4","2005","Classic Cars","71","S18_4933","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Medium"
"10420","36","57.73","7","2078.28","2005-05-29","In Process","2","5","2005","Classic Cars","71","S18_4933","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
"10124","22","77.9","12","1713.8","2003-05-21","Shipped","2","5","2003","Classic Cars","73","S24_1046","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Small"
"10148","25","60.26","6","1506.5","2003-09-11","Shipped","3","9","2003","Classic Cars","73","S24_1046","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Small"
"10241","22","76.43","8","1681.46","2004-04-13","Shipped","2","4","2004","Classic Cars","73","S24_1046","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Small"
"10267","40","80.1","5","3204","2004-07-07","Shipped","3","7","2004","Classic Cars","73","S24_1046","Muscle Machine Inc","2125557413","4092 Furth Circle","Suite 400","NYC","NY","10022","USA",\N,"Young","Jeff","Medium"
"10279","32","74.96","5","2398.72","2004-08-09","Shipped","3","8","2004","Classic Cars","73","S24_1046","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10288","36","66.14","11","2381.04","2004-09-01","Shipped","3","9","2004","Classic Cars","73","S24_1046","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10407","26","76.43","8","1987.18","2005-04-22","On Hold","2","4","2005","Classic Cars","73","S24_1046","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Small"
"10420","60","64.67","11","3880.2","2005-05-29","In Process","2","5","2005","Classic Cars","73","S24_1046","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Medium"
"10115","47","69.36","2","3259.92","2003-04-04","Shipped","2","4","2003","Classic Cars","57","S24_1444","Classic Legends Inc.","2125558493","5905 Pompton St.","Suite 750","NYC","NY","10022","USA",\N,"Hernandez","Maria","Medium"
"10127","20","60.69","8","1213.8","2003-06-03","Shipped","2","6","2003","Classic Cars","57","S24_1444","Muscle Machine Inc","2125557413","4092 Furth Circle","Suite 400","NYC","NY","10022","USA",\N,"Young","Jeff","Small"
"10141","20","54.33","2","1086.6","2003-08-01","Shipped","3","8","2003","Classic Cars","57","S24_1444","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",\N,"Espoo",\N,"FIN-02271","Finland","EMEA","Suominen","Kalle","Small"
"10152","25","65.31","4","1632.75","2003-09-25","Shipped","3","9","2003","Classic Cars","57","S24_1444","Australian Gift Network, Co","61-7-3844-6555","31 Duncan St. West End",\N,"South Brisbane","Queensland","4101","Australia","APAC","Calaghan","Tony","Small"
"10246","44","52.6","2","2314.4","2004-05-05","Shipped","2","5","2004","Classic Cars","57","S24_1444","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10259","28","46.82","1","1310.96","2004-06-15","Shipped","2","6","2004","Classic Cars","57","S24_1444","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10271","45","64.74","2","2913.3","2004-07-20","Shipped","3","7","2004","Classic Cars","57","S24_1444","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Small"
"10282","29","46.82","11","1357.78","2004-08-20","Shipped","3","8","2004","Classic Cars","57","S24_1444","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Small"
"10292","40","53.75","5","2150","2004-09-08","Shipped","3","9","2004","Classic Cars","57","S24_1444","Land of Toys Inc.","2125557818","897 Long Airport Avenue",\N,"NYC","NY","10022","USA",\N,"Yu","Kwai","Small"
"10412","21","52.6","2","1104.6","2005-05-03","Shipped","2","5","2005","Classic Cars","57","S24_1444","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10425","55","46.82","1","2575.1","2005-05-31","In Process","2","5","2005","Classic Cars","57","S24_1444","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Small"
"10120","35","98.05","1","3431.75","2003-04-29","Shipped","2","4","2003","Motorcycles","112","S24_1578","Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3","Melbourne","Victoria","3004","Australia","APAC","Ferguson","Peter","Medium"
"10134","35","93.54","3","3273.9","2003-07-01","Shipped","3","7","2003","Motorcycles","112","S24_1578","Lyon Souveniers","+33 1 46 62 7555","27 rue du Colonel Pierre Avia",\N,"Paris",\N,"75508","France","EMEA","Da Cunha","Daniel","Medium"
"10145","43","95.8","7","4119.4","2003-08-25","Shipped","3","8","2003","Motorcycles","112","S24_1578","Toys4GrownUps.com","6265557265","78934 Hillside Dr.",\N,"Pasadena","CA","90003","USA",\N,"Young","Julie","Medium"
"10237","20","100","8","2299","2004-04-05","Shipped","2","4","2004","Motorcycles","112","S24_1578","Vitachrome Inc.","2125551500","2678 Kingston Rd.","Suite 101","NYC","NY","10022","USA",\N,"Frick","Michael","Small"
"10251","26","100","3","2637.18","2004-05-18","Shipped","2","5","2004","Motorcycles","112","S24_1578","Tekni Collectables Inc.","2015559350","7476 Moss Rd.",\N,"Newark","NJ","94019","USA",\N,"Brown","William","Small"
"10263","42","100","3","4307.52","2004-06-28","Shipped","2","6","2004","Motorcycles","112","S24_1578","Gift Depot Inc.","2035552570","25593 South Bay Ln.",\N,"Bridgewater","CT","97562","USA",\N,"King","Julie","Medium"
"10275","21","100","2","2153.76","2004-07-23","Shipped","3","7","2004","Motorcycles","112","S24_1578","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Small"
"10285","34","100","7","3716.88","2004-08-27","Shipped","3","8","2004","Motorcycles","112","S24_1578","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.",\N,"Cambridge","MA","51247","USA",\N,"Hernandez","Marta","Medium"
"10299","47","100","10","5455.76","2004-09-30","Shipped","3","9","2004","Motorcycles","112","S24_1578","Toys of Finland, Co.","90-224 8555","Keskuskatu 45",\N,"Helsinki",\N,"21240","Finland","EMEA","Karttunen","Matti","Medium"
"10403","46","100","8","5287.7","2005-04-08","Shipped","2","4","2005","Motorcycles","112","S24_1578","UK Collectables, Ltd.","(171) 555-2282","Berkeley Gardens 12  Brewery",\N,"Liverpool",\N,"WX1 6LT","UK","EMEA","Devon","Elizabeth","Medium"
"10417","35","100","3","3550.05","2005-05-13","Disputed","2","5","2005","Motorcycles","112","S24_1578","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10123","50","59.87","1","2993.5","2003-05-20","Shipped","2","5","2003","Classic Cars","50","S24_1628","Atelier graphique","40.32.2555","54, rue Royale",\N,"Nantes",\N,"44000","France","EMEA","Schmitt","Carine","Small"
"10137","26","49.81","1","1295.06","2003-07-10","Shipped","3","7","2003","Classic Cars","50","S24_1628","Reims Collectables","26.47.1555","59 rue de l'Abbaye",\N,"Reims",\N,"51100","France","EMEA","Henriot","Paul","Small"
"10148","47","56.85","8","2671.95","2003-09-11","Shipped","3","9","2003","Classic Cars","50","S24_1628","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Small"
"10241","21","40.25","10","845.25","2004-04-13","Shipped","2","4","2004","Classic Cars","50","S24_1628","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Small"
"10266","28","48.3","1","1352.4","2004-07-06","Shipped","3","7","2004","Classic Cars","50","S24_1628","L'ordine Souveniers","0522-556555","Strada Provinciale 124",\N,"Reggio Emilia",\N,"42100","Italy","EMEA","Moroni","Maurizio","Small"
"10278","35","45.28","1","1584.8","2004-08-06","Shipped","3","8","2004","Classic Cars","50","S24_1628","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Small"
"10288","50","52.32","13","2616","2004-09-01","Shipped","3","9","2004","Classic Cars","50","S24_1628","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10407","64","40.25","10","2576","2005-04-22","On Hold","2","4","2005","Classic Cars","50","S24_1628","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Small"
"10420","37","60.37","13","2233.69","2005-05-29","In Process","2","5","2005","Classic Cars","50","S24_1628","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
"10120","39","100","10","4651.53","2003-04-29","Shipped","2","4","2003","Planes","109","S24_1785","Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3","Melbourne","Victoria","3004","Australia","APAC","Ferguson","Peter","Medium"
"10133","41","94.1","5","3858.1","2003-06-27","Shipped","2","6","2003","Planes","109","S24_1785","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10145","40","87.54","16","3501.6","2003-08-25","Shipped","3","8","2003","Planes","109","S24_1785","Toys4GrownUps.com","6265557265","78934 Hillside Dr.",\N,"Pasadena","CA","90003","USA",\N,"Young","Julie","Medium"
"10235","23","96.29","5","2214.67","2004-04-02","Shipped","2","4","2004","Planes","109","S24_1785","Royal Canadian Collectables, Ltd.","(604) 555-4555","23 Tsawassen Blvd.",\N,"Tsawassen","BC","T2F 8M4","Canada",\N,"Lincoln","Elizabeth","Small"
"10250","31","88.63","6","2747.53","2004-05-11","Shipped","2","5","2004","Planes","109","S24_1785","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Small"
"10262","34","97.38","1","3310.92","2004-06-24","Cancelled","2","6","2004","Planes","109","S24_1785","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10275","25","95.2","11","2380","2004-07-23","Shipped","3","7","2004","Planes","109","S24_1785","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Small"
"10284","22","100","3","2310.88","2004-08-21","Shipped","3","8","2004","Planes","109","S24_1785","Norway Gifts By Mail, Co.","+47 2212 1555","Drammensveien 126 A, PB 744 Sentrum",\N,"Oslo",\N,"N 0106","Norway","EMEA","Klaeboe","Jan","Small"
"10297","32","100","6","4061.76","2004-09-16","Shipped","3","9","2004","Planes","109","S24_1785","Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4","Dublin",\N,"2","Ireland","EMEA","Cassidy","Dean","Medium"
"10401","38","96.29","5","3659.02","2005-04-03","On Hold","2","4","2005","Planes","109","S24_1785","Tekni Collectables Inc.","2015559350","7476 Moss Rd.",\N,"Newark","NJ","94019","USA",\N,"Brown","William","Medium"
"10416","47","88.63","6","4165.61","2005-05-10","Shipped","2","5","2005","Planes","109","S24_1785","L'ordine Souveniers","0522-556555","Strada Provinciale 124",\N,"Reggio Emilia",\N,"42100","Italy","EMEA","Moroni","Maurizio","Medium"
"10124","45","37.84","2","1702.8","2003-05-21","Shipped","2","5","2003","Vintage Cars","33","S24_1937","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Small"
"10149","36","33.19","7","1194.84","2003-09-12","Shipped","3","9","2003","Vintage Cars","33","S24_1937","Signal Collectibles Ltd.","4155554312","2793 Furth Circle",\N,"Brisbane","CA","94217","USA",\N,"Taylor","Sue","Small"
"10243","33","29.54","1","974.82","2004-04-26","Shipped","2","4","2004","Vintage Cars","33","S24_1937","Diecast Collectables","6175552555","6251 Ingle Ln.",\N,"Boston","MA","51003","USA",\N,"Franco","Valarie","Small"
"10280","20","28.88","12","577.6","2004-08-17","Shipped","3","8","2004","Vintage Cars","33","S24_1937","Amica Models & Co.","011-4988555","Via Monte Bianco 34",\N,"Torino",\N,"10100","Italy","EMEA","Accorti","Paolo","Small"
"10288","29","38.17","1","1106.93","2004-09-01","Shipped","3","9","2004","Vintage Cars","33","S24_1937","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10409","61","29.54","1","1801.94","2005-04-23","Shipped","2","4","2005","Vintage Cars","33","S24_1937","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10420","45","26.88","1","1209.6","2005-05-29","In Process","2","5","2005","Vintage Cars","33","S24_1937","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
"10120","34","83.79","5","2848.86","2003-04-29","Shipped","2","4","2003","Motorcycles","76","S24_2000","Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3","Melbourne","Victoria","3004","Australia","APAC","Ferguson","Peter","Small"
"10134","43","83.03","7","3570.29","2003-07-01","Shipped","3","7","2003","Motorcycles","76","S24_2000","Lyon Souveniers","+33 1 46 62 7555","27 rue du Colonel Pierre Avia",\N,"Paris",\N,"75508","France","EMEA","Da Cunha","Daniel","Medium"
"10145","47","83.03","11","3902.41","2003-08-25","Shipped","3","8","2003","Motorcycles","76","S24_2000","Toys4GrownUps.com","6265557265","78934 Hillside Dr.",\N,"Pasadena","CA","90003","USA",\N,"Young","Julie","Medium"
"10236","36","87.6","3","3153.6","2004-04-03","Shipped","2","4","2004","Motorcycles","76","S24_2000","Motor Mint Distributors Inc.","2155559857","11328 Douglas Av.",\N,"Philadelphia","PA","71270","USA",\N,"Hernandez","Rosa","Medium"
"10250","32","87.6","1","2803.2","2004-05-11","Shipped","2","5","2004","Motorcycles","76","S24_2000","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Small"
"10263","37","62.46","7","2311.02","2004-06-28","Shipped","2","6","2004","Motorcycles","76","S24_2000","Gift Depot Inc.","2035552570","25593 South Bay Ln.",\N,"Bridgewater","CT","97562","USA",\N,"King","Julie","Small"
"10275","30","79.98","6","2399.4","2004-07-23","Shipped","3","7","2004","Motorcycles","76","S24_2000","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Small"
"10285","39","70.08","11","2733.12","2004-08-27","Shipped","3","8","2004","Motorcycles","76","S24_2000","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.",\N,"Cambridge","MA","51247","USA",\N,"Hernandez","Marta","Small"
"10297","32","65.51","1","2096.32","2004-09-16","Shipped","3","9","2004","Motorcycles","76","S24_2000","Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4","Dublin",\N,"2","Ireland","EMEA","Cassidy","Dean","Small"
"10402","59","87.6","3","5168.4","2005-04-07","Shipped","2","4","2005","Motorcycles","76","S24_2000","Auto Canal Petit","(1) 47.55.6555","25, rue Lauriston",\N,"Paris",\N,"75016","France","EMEA","Perrier","Dominique","Medium"
"10416","32","87.6","1","2803.2","2005-05-10","Shipped","2","5","2005","Motorcycles","76","S24_2000","L'ordine Souveniers","0522-556555","Strada Provinciale 124",\N,"Reggio Emilia",\N,"42100","Italy","EMEA","Moroni","Maurizio","Small"
"10117","41","100","3","5189.78","2003-04-16","Shipped","2","4","2003","Ships","122","S24_2011","Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",\N,"Singapore",\N,"79903","Singapore","Japan","Natividad","Eric","Medium"
"10129","45","100","9","6027.75","2003-06-12","Shipped","2","6","2003","Ships","122","S24_2011","Stylish Desk Decors, Co.","(171) 555-0297","35 King George",\N,"London",\N,"WX3 6FW","UK","EMEA","Brown","Ann","Medium"
"10142","33","100","6","3366","2003-08-08","Shipped","3","8","2003","Ships","122","S24_2011","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Medium"
"10153","40","100","5","5456.4","2003-09-28","Shipped","3","9","2003","Ships","122","S24_2011","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10248","48","100","10","6960.48","2004-05-07","Cancelled","2","5","2004","Ships","122","S24_2011","Land of Toys Inc.","2125557818","897 Long Airport Avenue",\N,"NYC","NY","10022","USA",\N,"Yu","Kwai","Medium"
"10261","36","100","8","4512.6","2004-06-17","Shipped","2","6","2004","Ships","122","S24_2011","Quebec Home Shopping Network","(514) 555-8054","43 rue St. Laurent",\N,"Montreal","Quebec","H1J 1C3","Canada",\N,"Fresnisre","Jean","Medium"
"10273","22","100","11","2784.76","2004-07-21","Shipped","3","7","2004","Ships","122","S24_2011","Petit Auto","(02) 5554 67","Rue Joseph-Bens 532",\N,"Bruxelles",\N,"B-1180","Belgium","EMEA","Dewey","Catherine","Small"
"10283","42","100","13","5316.36","2004-08-20","Shipped","3","8","2004","Ships","122","S24_2011","Royal Canadian Collectables, Ltd.","(604) 555-4555","23 Tsawassen Blvd.",\N,"Tsawassen","BC","T2F 8M4","Canada",\N,"Lincoln","Elizabeth","Medium"
"10293","21","100","2","2941.89","2004-09-09","Shipped","3","9","2004","Ships","122","S24_2011","Amica Models & Co.","011-4988555","Via Monte Bianco 34",\N,"Torino",\N,"10100","Italy","EMEA","Accorti","Paolo","Small"
"10414","23","100","10","3335.23","2005-05-06","On Hold","2","5","2005","Ships","122","S24_2011","Gifts4AllAges.com","6175559555","8616 Spinnaker Dr.",\N,"Boston","MA","51003","USA",\N,"Yoshido","Juri","Medium"
"10124","22","45.25","1","995.5","2003-05-21","Shipped","2","5","2003","Vintage Cars","44","S24_2022","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Small"
"10149","49","49.28","6","2414.72","2003-09-12","Shipped","3","9","2003","Vintage Cars","44","S24_2022","Signal Collectibles Ltd.","4155554312","2793 Furth Circle",\N,"Brisbane","CA","94217","USA",\N,"Taylor","Sue","Small"
"10244","39","45.25","9","1764.75","2004-04-29","Shipped","2","4","2004","Vintage Cars","44","S24_2022","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10255","37","45.7","2","1690.9","2004-06-04","Shipped","2","6","2004","Vintage Cars","44","S24_2022","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Small"
"10280","45","47.49","11","2137.05","2004-08-17","Shipped","3","8","2004","Vintage Cars","44","S24_2022","Amica Models & Co.","011-4988555","Via Monte Bianco 34",\N,"Torino",\N,"10100","Italy","EMEA","Accorti","Paolo","Small"
"10289","45","48.38","4","2177.1","2004-09-03","Shipped","3","9","2004","Vintage Cars","44","S24_2022","Herkku Gifts","+47 2267 3215","Drammen 121, PR 744 Sentrum",\N,"Bergen",\N,"N 5804","Norway","EMEA","Oeztan","Veysel","Small"
"10421","40","45.7","2","1828","2005-05-29","In Process","2","5","2005","Vintage Cars","44","S24_2022","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Small"
"10114","21","100","5","2925.09","2003-04-01","Shipped","2","4","2003","Trucks and Buses","127","S24_2300","La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",\N,"Paris",\N,"75012","France","EMEA","Bertrand","Marie","Small"
"10126","27","100","1","3415.77","2003-05-28","Shipped","2","5","2003","Trucks and Buses","127","S24_2300","Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",\N,"Madrid",\N,"28023","Spain","EMEA","Sommer","Mart¡n","Medium"
"10140","47","100","1","5105.14","2003-07-24","Shipped","3","7","2003","Trucks and Buses","127","S24_2300","Technics Stores Inc.","6505556809","9408 Furth Circle",\N,"Burlingame","CA","94217","USA",\N,"Hirano","Juri","Medium"
"10151","42","100","8","5098.8","2003-09-21","Shipped","3","9","2003","Trucks and Buses","127","S24_2300","Oulu Toy Supplies, Inc.","981-443655","Torikatu 38",\N,"Oulu",\N,"90110","Finland","EMEA","Koskitalo","Pirkko","Medium"
"10246","29","100","10","3520.6","2004-05-05","Shipped","2","5","2004","Trucks and Buses","127","S24_2300","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10259","47","100","9","5285.62","2004-06-15","Shipped","2","6","2004","Trucks and Buses","127","S24_2300","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Medium"
"10271","43","100","10","5605.05","2004-07-20","Shipped","3","7","2004","Trucks and Buses","127","S24_2300","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Medium"
"10281","25","100","6","2779.5","2004-08-19","Shipped","3","8","2004","Trucks and Buses","127","S24_2300","Diecast Classics Inc.","2155551555","7586 Pompton St.",\N,"Allentown","PA","70267","USA",\N,"Yu","Kyung","Small"
"10291","48","100","1","5398.08","2004-09-08","Shipped","3","9","2004","Trucks and Buses","127","S24_2300","Scandinavian Gift Ideas","0695-34 6555","?kergatan 24",\N,"Boras",\N,"S-844 67","Sweden","EMEA","Larsson","Maria","Medium"
"10412","70","100","10","8498","2005-05-03","Shipped","2","5","2005","Trucks and Buses","127","S24_2300","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Large"
"10425","49","100","9","5510.54","2005-05-31","In Process","2","5","2005","Trucks and Buses","127","S24_2300","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Medium"
"10121","32","76.88","2","2460.16","2003-05-07","Shipped","2","5","2003","Motorcycles","69","S24_2360","Reims Collectables","26.47.1555","59 rue de l'Abbaye",\N,"Reims",\N,"51100","France","EMEA","Henriot","Paul","Small"
"10135","29","61.64","16","1787.56","2003-07-02","Shipped","3","7","2003","Motorcycles","69","S24_2360","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Small"
"10145","27","60.95","3","1645.65","2003-08-25","Shipped","3","8","2003","Motorcycles","69","S24_2360","Toys4GrownUps.com","6265557265","78934 Hillside Dr.",\N,"Pasadena","CA","90003","USA",\N,"Young","Julie","Small"
"10237","26","79.65","4","2070.9","2004-04-05","Shipped","2","4","2004","Motorcycles","69","S24_2360","Vitachrome Inc.","2125551500","2678 Kingston Rd.","Suite 101","NYC","NY","10022","USA",\N,"Frick","Michael","Small"
"10252","47","65.8","8","3092.6","2004-05-26","Shipped","2","5","2004","Motorcycles","69","S24_2360","Auto Canal Petit","(1) 47.55.6555","25, rue Lauriston",\N,"Paris",\N,"75016","France","EMEA","Perrier","Dominique","Medium"
"10264","37","65.1","6","2408.7","2004-06-30","Shipped","2","6","2004","Motorcycles","69","S24_2360","Gifts4AllAges.com","6175559555","8616 Spinnaker Dr.",\N,"Boston","MA","51003","USA",\N,"Yoshido","Juri","Small"
"10276","46","75.49","12","3472.54","2004-08-02","Shipped","3","8","2004","Motorcycles","69","S24_2360","Online Mini Collectables","6175557555","7635 Spinnaker Dr.",\N,"Brickhaven","MA","58339","USA",\N,"Barajas","Miguel","Medium"
"10285","38","59.56","3","2263.28","2004-08-27","Shipped","3","8","2004","Motorcycles","69","S24_2360","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.",\N,"Cambridge","MA","51247","USA",\N,"Hernandez","Marta","Small"
